MonthlyCharges,data_source,StreamingMovies,Partner,value,PhoneService,InternetService,StreamingTV,OnlineSecurity,MultipleLines,Dependents,DeviceProtection,SeniorCitizen,TotalCharges,TechSupport,gender ,PaperlessBilling,tenure,Churn,OnlineBackup,PaymentMethod,Contract,customerID
50.05,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,No,0.0,179.35,Yes,Male,No,4.0,Yes,No,Mailed check,Month-to-month,0742-MOABM
24.95,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1468.9,No internet service,Female,Yes,56.0,No,No internet service,Credit card (automatic),Two year,2908-WGAXL
54.95,other,Yes,Yes,151642.0,No,DSL,Yes,No,No phone service,Yes,Yes,0.0,3772.5,No,Female,Yes,69.0,No,Yes,Credit card (automatic),Two year,6522-OIQSX
89.95,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,5974.3,No,Female,Yes,68.0,No,No,Bank transfer (automatic),Two year,7691-XVTZH
20.5,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,398.55,No internet service,Female,No,19.0,No,No internet service,Mailed check,Two year,1635-HDGFT
79.6,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,No,No,0.0,5515.8,Yes,Female,Yes,68.0,No,Yes,Bank transfer (automatic),Two year,9140-CZQZZ
78.8,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,No,Yes,0.0,3460.3,Yes,Female,Yes,43.0,No,No,Electronic check,Two year,9027-TMATR
54.15,other,No,No,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,1312.45,Yes,Male,No,23.0,No,Yes,Electronic check,Month-to-month,0696-UKTOX
20.25,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0, ,No internet service,Male,No,0.0,No,No internet service,Mailed check,Two year,3115-CZMZD
80.55,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,184.1,No,Female,No,2.0,Yes,No,Electronic check,Month-to-month,2737-YNGYW
50.2,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,No,0.0,1815.3,Yes,Female,No,34.0,No,No,Bank transfer (automatic),Month-to-month,1730-VFMWO
24.5,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,761.95,No internet service,Female,No,27.0,No,No internet service,Electronic check,Two year,3812-LRZIR
51.55,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,1295.4,No,Male,Yes,26.0,No,No,Credit card (automatic),One year,4189-NAKJS
96.55,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,3580.3,No,Female,Yes,37.0,Yes,No,Electronic check,Month-to-month,6899-PPEEA
19.7,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,216.2,No internet service,Female,No,11.0,No,No internet service,Credit card (automatic),Month-to-month,6319-QSUSR
45.55,other,No,No,151642.0,No,DSL,Yes,Yes,No phone service,No,No,0.0,597,Yes,Male,Yes,13.0,Yes,No,Credit card (automatic),Month-to-month,2817-NTQDO
49.65,other,No,No,151642.0,Yes,DSL,No,No,No,No,Yes,0.0,49.65,No,Male,Yes,1.0,Yes,No,Mailed check,Month-to-month,1660-HSOOQ
19.8,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,849.9,No internet service,Male,No,42.0,No,No internet service,Bank transfer (automatic),One year,1686-STUHN
99.3,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,918.75,No,Male,Yes,9.0,No,Yes,Credit card (automatic),Month-to-month,4445-ZJNMU
19.75,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,19.75,No internet service,Male,Yes,1.0,No,No internet service,Credit card (automatic),Month-to-month,7853-WNZSY
25.7,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,251.6,No internet service,Male,No,10.0,No,No internet service,Bank transfer (automatic),Two year,7554-NEWDD
20.25,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,158.35,No internet service,Male,No,8.0,No,No internet service,Mailed check,Month-to-month,5345-BMKWB
25.6,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,1.0,548.8,No internet service,Female,No,22.0,No,No internet service,Bank transfer (automatic),One year,8595-SIZNC
100.85,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,0.0,4847.35,No,Female,Yes,49.0,No,No,Mailed check,Month-to-month,2040-VZIKE
103.2,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,7362.9,No,Female,Yes,72.0,No,Yes,Credit card (automatic),One year,2234-XADUH
20.15,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,432.5,No internet service,Male,No,22.0,No,No internet service,Credit card (automatic),Month-to-month,4018-KJYUY
81.0,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,340.85,No,Male,Yes,4.0,Yes,No,Electronic check,Month-to-month,2612-RRIDN
85.4,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,3297,Yes,Male,Yes,38.0,No,No,Bank transfer (automatic),Two year,7037-MTYVW
85.65,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,2664.3,No,Male,Yes,32.0,No,No,Bank transfer (automatic),Month-to-month,9944-AEXBM
70.95,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,1767.35,No,Male,No,25.0,Yes,No,Mailed check,Month-to-month,2115-BFTIW
26.05,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1856.4,No internet service,Female,No,70.0,No,No internet service,Credit card (automatic),One year,9067-YGSCA
89.45,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,1.0,2807.65,No,Male,No,31.0,No,No,Electronic check,Month-to-month,2675-OTVVJ
18.95,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,185.6,No internet service,Male,Yes,9.0,Yes,No internet service,Mailed check,Month-to-month,9025-ZRPVR
108.05,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,7532.15,Yes,Male,Yes,71.0,Yes,No,Electronic check,Two year,2834-JRTUA
117.5,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,0.0,8670.1,Yes,Female,No,72.0,No,Yes,Credit card (automatic),Two year,9739-JLPQJ
90.05,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,5965.95,Yes,Female,Yes,66.0,No,Yes,Credit card (automatic),Two year,2977-CEBSX
25.9,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1216.6,No internet service,Female,Yes,45.0,No,No internet service,Credit card (automatic),One year,3887-PBQAO
61.9,other,No,Yes,151642.0,Yes,DSL,No,No,No,Yes,Yes,0.0,2924.05,Yes,Male,Yes,44.0,No,Yes,Mailed check,Month-to-month,2408-PSJVE
24.05,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1230.9,No internet service,Male,Yes,54.0,No,No internet service,Bank transfer (automatic),Two year,3120-FAZKD
41.05,other,Yes,Yes,151642.0,No,DSL,No,No,No phone service,No,No,0.0,2452.7,No,Male,Yes,59.0,Yes,Yes,Bank transfer (automatic),Month-to-month,7721-JXEAW
20.5,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1191.4,No internet service,Female,No,58.0,No,No internet service,Credit card (automatic),Two year,2346-LOCWC
24.45,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1431.65,No internet service,Male,Yes,56.0,No,No internet service,Mailed check,One year,5451-MHQOF
79.65,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,152.7,No,Female,Yes,2.0,Yes,No,Mailed check,Month-to-month,8943-URTMR
19.95,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,59.25,No internet service,Male,Yes,4.0,No,No internet service,Mailed check,Month-to-month,5144-PQCDZ
53.0,other,Yes,Yes,151642.0,No,DSL,Yes,No,No phone service,Yes,Yes,1.0,3656.25,No,Female,Yes,68.0,No,Yes,Electronic check,Two year,2197-OMWGI
64.85,other,Yes,No,151642.0,Yes,DSL,Yes,No,No,No,No,0.0,2010.95,No,Male,Yes,32.0,No,No,Bank transfer (automatic),One year,0484-FFVBJ
101.9,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,5549.4,No,Male,Yes,53.0,Yes,Yes,Electronic check,Month-to-month,7056-IMHCC
76.2,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,76.2,No,Male,No,1.0,Yes,No,Electronic check,Month-to-month,9444-JTXHZ
55.8,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,Yes,1.0,55.8,No,Female,Yes,1.0,Yes,No,Electronic check,Month-to-month,4201-JMNGR
90.55,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,6239.05,Yes,Female,Yes,71.0,No,Yes,Credit card (automatic),Two year,3508-VLHCZ
97.05,other,No,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,1.0,4385.05,Yes,Female,Yes,45.0,No,Yes,Electronic check,Month-to-month,3898-GUYTS
24.5,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,270.15,No internet service,Female,Yes,10.0,No,No internet service,Mailed check,Month-to-month,5018-HEKFO
93.5,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,No,Yes,0.0,4619.55,No,Female,Yes,51.0,No,Yes,Electronic check,One year,4075-JFPGR
19.1,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,780.1,No internet service,Female,No,,No,No internet service,Mailed check,Two year,4933-BSAIP
74.0,other,No,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,No,0.0,4868.4,Yes,Female,No,67.0,No,Yes,Credit card (automatic),Two year,3470-OBUET
74.85,other,Yes,Yes,151642.0,Yes,DSL,Yes,No,Yes,No,Yes,1.0,2181.75,No,Male,No,30.0,No,No,Electronic check,Two year,4079-VTGLK
20.1,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,370.5,No internet service,Female,No,18.0,No,No internet service,Mailed check,Two year,1328-EUZHC
49.45,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,Yes,Yes,0.0,1031.4,No,Female,Yes,22.0,No,No,Credit card (automatic),One year,8050-WYBND
20.05,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,20.05,No internet service,Male,No,1.0,No,No internet service,Mailed check,Month-to-month,2812-SFXMJ
78.15,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,No,0.0,765.15,No,Female,Yes,10.0,No,No,Credit card (automatic),Month-to-month,5606-AMZBO
44.85,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,No,0.0,893.55,No,Female,Yes,19.0,Yes,No,Credit card (automatic),One year,4081-DYXAV
56.2,other,No,No,151642.0,Yes,DSL,No,Yes,No,Yes,No,0.0,1567.55,No,Male,No,27.0,No,Yes,Mailed check,One year,6584-VQMYT
113.75,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,6561.25,Yes,Male,No,59.0,No,Yes,Electronic check,Two year,7663-CUXZB
75.7,other,No,No,151642.0,Yes,Fiber optic,No,Yes,No,No,No,0.0,189.2,No,Male,Yes,2.0,Yes,No,Electronic check,Month-to-month,8433-WXGNA
21.05,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,262.05,No internet service,Male,No,12.0,No,No internet service,Bank transfer (automatic),Two year,6828-HMKWP
26.25,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1988.05,No internet service,Female,Yes,72.0,No,No internet service,Bank transfer (automatic),Two year,4625-XMOYM
54.9,other,No,Yes,151642.0,Yes,DSL,No,No,Yes,Yes,Yes,0.0,2614.1,No,Male,No,50.0,No,No,Bank transfer (automatic),One year,2511-MORQY
51.3,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,1.0,419.35,No,Female,Yes,7.0,No,Yes,Mailed check,Month-to-month,5816-SCGFC
108.45,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,1.0,7076.35,Yes,Male,Yes,66.0,No,Yes,Electronic check,One year,5067-XJQFU
75.65,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,302.35,No,Female,Yes,4.0,No,No,Electronic check,Month-to-month,4749-OJKQU
91.7,other,No,No,151642.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,1.0,2758.15,No,Female,No,30.0,Yes,Yes,Credit card (automatic),Month-to-month,2684-EIWEO
19.65,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,225.75,No internet service,Male,No,11.0,No,No internet service,Mailed check,Two year,0486-LGCCH
20.85,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,720.05,No internet service,Male,No,36.0,No,No internet service,Bank transfer (automatic),One year,4980-URKXC
74.95,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,2149.05,No,Female,Yes,29.0,No,No,Electronic check,Month-to-month,5233-AOZUF
80.6,other,Yes,No,151642.0,Yes,DSL,No,Yes,Yes,No,Yes,0.0,5708.2,Yes,Male,No,71.0,No,Yes,Bank transfer (automatic),Two year,7998-WNZEM
98.65,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,0.0,7129.45,Yes,Female,Yes,72.0,No,Yes,Bank transfer (automatic),Two year,7730-CLDSV
24.2,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1445.2,No internet service,Female,Yes,61.0,No,No internet service,Mailed check,Two year,3580-GICBM
23.6,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,89.05,No internet service,Male,Yes,3.0,No,No internet service,Mailed check,Month-to-month,7343-EOBEU
89.45,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,Yes,0.0,1430.25,No,Female,Yes,16.0,Yes,Yes,Credit card (automatic),Month-to-month,2311-QYMUQ
20.05,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,951.55,No internet service,Male,No,47.0,No,No internet service,Mailed check,One year,8902-ZEOVF
79.25,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,2911.8,No,Male,No,37.0,No,No,Mailed check,One year,9592-ERDKV
102.45,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,6615.15,No,Female,Yes,66.0,Yes,Yes,Credit card (automatic),One year,6097-EQISJ
78.9,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,No,0.0,1348.95,No,Female,No,17.0,No,No,Electronic check,Month-to-month,7126-RBHSD
24.8,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1024.7,No internet service,Female,Yes,40.0,No,No internet service,Mailed check,Two year,5249-QYHEX
74.9,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,469.8,No,Male,Yes,6.0,Yes,No,Electronic check,Month-to-month,4229-CZMLL
20.4,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,482.8,No internet service,Female,No,24.0,No,No internet service,Credit card (automatic),One year,3594-BDSOA
,other,,No,151642.0,Yes,Fiber optic,,,No,No,,1.0,85,,Female,,1.0,Yes,,,,6230-BSUXY
19.45,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1378.45,No internet service,Male,No,71.0,No,No internet service,Mailed check,Two year,3279-DYZQM
55.25,other,No,No,151642.0,Yes,DSL,No,Yes,No,Yes,No,0.0,2139.2,No,Male,Yes,40.0,Yes,Yes,Mailed check,Month-to-month,6682-QJDGB
85.2,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,695.75,No,Female,No,8.0,No,No,Electronic check,Month-to-month,1200-TUZHR
55.15,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,1193.05,Yes,Male,Yes,22.0,Yes,Yes,Credit card (automatic),One year,4576-CSAJH
24.7,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,467.15,No internet service,Male,No,21.0,No,No internet service,Mailed check,Month-to-month,3486-KHMLI
90.05,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,4931.8,No,Male,Yes,54.0,No,Yes,Electronic check,Month-to-month,8058-DMYRU
49.55,other,No,Yes,151642.0,Yes,DSL,No,Yes,No,No,No,1.0,49.55,No,Female,Yes,1.0,Yes,No,Electronic check,Month-to-month,2722-JMONI
54.45,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,Yes,0.0,3674.95,No,Female,Yes,68.0,No,No,Credit card (automatic),One year,6094-ZIVKX
75.45,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,158.4,No,Female,Yes,2.0,Yes,No,Mailed check,Month-to-month,2516-VQRRV
21.3,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1041.8,No internet service,Female,Yes,47.0,No,No internet service,Bank transfer (automatic),Two year,2888-ADFAO
94.45,other,Yes,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,No,0.0,6921.7,No,Female,Yes,72.0,No,Yes,Credit card (automatic),Two year,2190-PHBHR
74.2,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,No,Yes,1.0,140.1,No,Male,Yes,2.0,No,No,Electronic check,Month-to-month,2880-FPNAE
20.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0, ,No internet service,Female,No,0.0,No,No internet service,Mailed check,Two year,2520-SGTTA
25.25,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,186.3,No,Male,Yes,8.0,No,No,Credit card (automatic),Month-to-month,6464-KEXXH
19.65,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,973.1,No internet service,Male,No,47.0,No,No internet service,Mailed check,Two year,9646-NMHXE
24.8,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1874.3,No internet service,Male,No,72.0,No,No internet service,Credit card (automatic),Two year,8749-TZYEC
19.5,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,96.85,No internet service,Male,No,4.0,No,No internet service,Credit card (automatic),Two year,6368-TZZDT
34.7,other,No,No,151642.0,No,DSL,Yes,No,No phone service,No,No,0.0,296.1,No,Male,Yes,9.0,Yes,No,Credit card (automatic),Month-to-month,0778-NELLA
94.3,other,Yes,No,151642.0,Yes,Fiber optic,No,Yes,Yes,No,No,0.0,2679.7,No,Male,Yes,30.0,No,Yes,Credit card (automatic),Month-to-month,0730-KOAVE
30.5,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,118.4,Yes,Male,No,4.0,No,No,Electronic check,Month-to-month,8676-OOQEJ
87.3,other,Yes,No,151642.0,Yes,Fiber optic,No,Yes,No,No,No,1.0,1637.3,No,Male,Yes,19.0,No,No,Electronic check,Month-to-month,1580-BMCMR
90.1,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,6310.9,Yes,Female,No,71.0,No,Yes,Electronic check,Two year,2400-XIWIO
75.2,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,Yes,0.0,3254.35,No,Female,No,43.0,No,No,Bank transfer (automatic),Two year,2351-BKRZW
45.65,other,No,No,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,747.2,No,Male,Yes,18.0,No,No,Credit card (automatic),Month-to-month,3255-GRXMG
99.75,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,4036,No,Female,Yes,39.0,No,No,Electronic check,Month-to-month,0420-HLGXF
75.35,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,No,0.0,5437.75,Yes,Female,No,70.0,No,No,Credit card (automatic),Two year,9481-WHGWY
35.9,other,Yes,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,35.9,No,Male,No,1.0,Yes,No,Electronic check,Month-to-month,7854-FOKSF
40.2,other,No,No,151642.0,No,DSL,No,Yes,No phone service,No,No,0.0,711.95,Yes,Female,Yes,18.0,No,Yes,Mailed check,One year,4654-GGUII
103.6,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,1806.35,Yes,Female,Yes,18.0,No,Yes,Credit card (automatic),Month-to-month,9129-UXERG
55.3,other,Yes,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,196.15,No,Female,Yes,3.0,Yes,No,Electronic check,Month-to-month,4484-CGXFK
26.4,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,314.95,No internet service,Male,No,12.0,No,No internet service,Mailed check,One year,8332-OSJDW
85.15,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,No,0.0,4461.85,Yes,Male,Yes,52.0,No,Yes,Mailed check,Two year,2252-NKNSI
92.5,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,452.7,No,Male,Yes,5.0,Yes,No,Electronic check,Month-to-month,2462-XIIJB
109.25,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,7707.7,Yes,Female,No,71.0,No,Yes,Electronic check,Two year,6308-CQRBU
95.25,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,1021.55,No,Male,Yes,10.0,No,Yes,Electronic check,Month-to-month,1960-UYCNN
80.8,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,3132.75,No,Male,No,40.0,No,Yes,Electronic check,One year,2896-TBNBE
21.2,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,52.05,No internet service,Male,No,3.0,No,No internet service,Mailed check,One year,8909-BOLNL
99.8,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,5985.75,No,Female,Yes,60.0,No,Yes,Electronic check,Month-to-month,8785-CJSHH
19.3,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,772.4,No internet service,Female,No,41.0,No,No internet service,Bank transfer (automatic),Two year,5465-BUBFA
19.5,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,19.5,No internet service,Female,No,1.0,No,No internet service,Mailed check,Month-to-month,1905-OEILC
24.15,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1776.45,No internet service,Female,Yes,72.0,No,No internet service,Credit card (automatic),Two year,0626-QXNGV
50.8,other,Yes,No,151642.0,No,DSL,No,Yes,No phone service,No,Yes,0.0,463.6,Yes,Male,No,9.0,No,No,Mailed check,One year,8314-DPQHL
99.5,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,6841.45,No,Male,No,69.0,No,No,Bank transfer (automatic),One year,6227-FBDXH
111.3,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,7567.2,Yes,Male,Yes,67.0,No,Yes,Bank transfer (automatic),Two year,2773-OVBPK
